incumbent,party,votes,votes_percent,candidate_name,description,geography,precincts_reporting,slug,race_name,scraped_datetime,updated_datetime,source
False,Non Partisan,992,0.1893,ANNETTE C. DELGADILLO,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,456,0.087,JOSE DE LEON,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,923,0.1761,LINDA TIMMONS,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1226,0.2339,PEGGY LEMONS,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,301,0.0574,TONY RODRICK WARFIELD,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,985,0.1879,YESENIA MARIA CUARENTA,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1081,0.4106,BRANDON D. LAMAR,,,,pasadena-city-primary-election-member-of-the-city-council-district-3,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 3",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1552,0.5894,JOHN J. KENNEDY,,,,pasadena-city-primary-election-member-of-the-city-council-district-3,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 3",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2237,1.0,JESS RIVAS,,,,pasadena-city-primary-election-member-of-the-city-council-district-5,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 5",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,644,0.124,ALLEN SHAY,,,,pasadena-city-primary-election-member-of-the-city-council-district-7,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 7",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1872,0.3604,CIRAN HADJIAN,,,,pasadena-city-primary-election-member-of-the-city-council-district-7,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 7",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2678,0.5156,JASON LYON,,,,pasadena-city-primary-election-member-of-the-city-council-district-7,"PASADENA CITY PRIMARY ELECTION Member of the City Council, District 7",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1538,0.1718,JOANNE RUSSELL CHAVEZ,,,,rosemead-city-general-municipal-election-member-of-the-city-council,ROSEMEAD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2747,0.3069,"MARGARET ""MAGGIE"" CLARK",,,,rosemead-city-general-municipal-election-member-of-the-city-council,ROSEMEAD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2369,0.2646,SANDRA ARMENTA,,,,rosemead-city-general-municipal-election-member-of-the-city-council,ROSEMEAD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2298,0.2567,STEVEN LY,,,,rosemead-city-general-municipal-election-member-of-the-city-council,ROSEMEAD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4209,0.547,EMMETT G. BADAR,,,,san-dimas-city-general-municipal-election-mayor,SAN DIMAS CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3485,0.453,RUTH N. LUEVAND,,,,san-dimas-city-general-municipal-election-mayor,SAN DIMAS CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,398,0.2588,BRANDON M. MOON,,,,san-dimas-city-general-municipal-election-member-of-the-city-council-2nd-district,"SAN DIMAS CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1140,0.7412,ERIC NAKANO,,,,san-dimas-city-general-municipal-election-member-of-the-city-council-2nd-district,"SAN DIMAS CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1551,1.0,RYAN A. VIENNA,,,,san-dimas-city-general-municipal-election-member-of-the-city-council-4th-district,"SAN DIMAS CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2458,0.4245,YES,,,,south-gate-city-special-municipal-election-measure-cc,SOUTH GATE CITY SPECIAL MUNICIPAL ELECTION - MEASURE CC,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3333,0.5755,NO,,,,south-gate-city-special-municipal-election-measure-cc,SOUTH GATE CITY SPECIAL MUNICIPAL ELECTION - MEASURE CC,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,25761,1.0,REBECCA POIRIER,,,,torrance-city-general-municipal-election-city-clerk,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5065,0.1624,DANA CORTEZ,,,,torrance-city-general-municipal-election-city-treasurer,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5212,0.1671,G. RICK MARSHALL,,,,torrance-city-general-municipal-election-city-treasurer,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4261,0.1366,MELISSA M. WRIGHT,,,,torrance-city-general-municipal-election-city-treasurer,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7466,0.2394,MIKE GRIFFITHS,,,,torrance-city-general-municipal-election-city-treasurer,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9179,0.2944,TIM GOODRICH,,,,torrance-city-general-municipal-election-city-treasurer,TORRANCE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,15363,0.4571,CLIFF NUMARK,,,,torrance-city-general-municipal-election-mayor,TORRANCE CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,18245,0.5429,GEORGE CHEN,,,,torrance-city-general-municipal-election-mayor,TORRANCE CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1147,0.2094,DAVE ZYGIELBAUM,,,,torrance-city-general-municipal-election-member-of-the-city-council-1st-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,891,0.1627,DAVID M. KARTSONIS,,,,torrance-city-general-municipal-election-member-of-the-city-council-1st-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,988,0.1804,JIMMY GOW,,,,torrance-city-general-municipal-election-member-of-the-city-council-1st-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2451,0.4475,JON KAJI,,,,torrance-city-general-municipal-election-member-of-the-city-council-1st-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2550,0.59,ASAM SHEIKH,,,,torrance-city-general-municipal-election-member-of-the-city-council-3rd-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1772,0.41,LAUREN COTNER,,,,torrance-city-general-municipal-election-member-of-the-city-council-3rd-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3648,0.5011,AURELIO MATTUCCI,,,,torrance-city-general-municipal-election-member-of-the-city-council-5th-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3632,0.4989,H. JEAN ADELSMAN,,,,torrance-city-general-municipal-election-member-of-the-city-council-5th-district,"TORRANCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,17996,0.5495,YES,,,,torrance-city-special-municipal-election-measure-sst,TORRANCE CITY SPECIAL MUNICIPAL ELECTION - MEASURE SST,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,14755,0.4505,NO,,,,torrance-city-special-municipal-election-measure-sst,TORRANCE CITY SPECIAL MUNICIPAL ELECTION - MEASURE SST,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,25756,0.5741,YES,,,,antelope-valley-health-care-district-special-election-measure-h,ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION - MEASURE H,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,19105,0.4259,NO,,,,antelope-valley-health-care-district-special-election-measure-h,ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION - MEASURE H,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,177533,0.1403,FRANK AMADOR,,,,judge-of-the-superior-court-office-no-3,JUDGE OF THE SUPERIOR COURT Office No. 3,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
